instance,problem,problem size,max evaluations,batch size,noise length,hidden dim,prehead layers,num samples,learning rate,utility function,device,iterations,elapsed time in secs,best fitness,num trainable params
N-be75eec_150,lop,150,22500000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,10986,1366.8618416786194,3310318.0,1335446
N-t59b11xx,lop,44,1936000,32,128,512,3,64,0.01,standarized_utility,cuda:0,945,36.679038763046265,195790.0,613932
N-stabu70,lop,60,3600000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,1757,99.12869787216187,358066.0,193596
N-stabu70,lop,60,3600000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,1757,99.12172436714172,358900.0,324668
tai20_5_8.fsp,pfsp,20,400000,32,64,128,1,64,0.001,standarized_utility,cuda:0,195,10.765217542648315,14581.0,193490
N-be75eec_150,lop,150,22500000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,10986,1516.0777127742767,3342672.0,2319510
tai20_5_8.fsp,pfsp,20,400000,32,64,128,1,64,0.01,standarized_utility,cuda:0,195,12.008507251739502,14728.0,193490
N-t59b11xx,lop,44,1936000,32,128,128,3,64,0.01,standarized_utility,cuda:0,945,24.198978185653687,202380.0,55212
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,945,38.990281105041504,204445.0,38572
tai20_5_8.fsp,pfsp,20,400000,32,256,128,2,64,0.0001,standarized_utility,cuda:0,195,13.39795207977295,14815.0,1015250
N-t59b11xx,lop,44,1936000,32,256,512,3,64,0.001,standarized_utility,cuda:0,945,24.488383054733276,203065.0,679468
N-t59b11xx,lop,44,1936000,32,256,1024,2,64,0.0001,standarized_utility,cuda:0,945,40.39519906044006,207635.0,1357868
N-be75eec_150,lop,150,22500000,32,256,1024,1,64,0.001,standarized_utility,cuda:0,10986,1464.1752638816833,3353138.0,416918
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,1220,180.8796877861023,91992.0,15450875
N-t59b11xx,lop,44,1936000,32,128,1024,3,64,0.0001,standarized_utility,cuda:0,945,28.296261310577393,203005.0,2276396
N-stabu1_250,lop,250,62500000,32,256,512,1,64,0.01,standarized_utility,cuda:0,30517,7447.476313591003,7471141.0,259834
tai20_5_8.fsp,pfsp,20,400000,32,128,128,1,64,0.001,standarized_utility,cuda:0,195,17.344239711761475,14581.0,357330
N-be75eec,lop,50,2500000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,1220,57.13793587684631,233416.0,1232946
N-stabu70,lop,60,3600000,32,256,512,1,64,0.01,standarized_utility,cuda:0,1757,113.33575868606567,358422.0,162364
tai20_20_8.fsp,pfsp,20,400000,32,64,128,3,64,0.01,standarized_utility,cuda:0,195,21.03127145767212,34217.0,853970
N-be75eec,lop,50,2500000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,1220,58.4907066822052,234168.0,72370
tai100_10_9.fsp,pfsp,100,10000000,32,256,512,1,64,0.001,standarized_utility,cuda:0,4882,1301.4656512737274,306469.0,15749050
N-stabu70,lop,60,3600000,32,256,128,1,64,0.01,standarized_utility,cuda:0,1757,89.18884682655334,358569.0,40636
N-stabu1_250,lop,250,62500000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,30517,4116.980362415314,7473314.0,1372410
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,1,64,0.001,standarized_utility,cuda:0,1220,156.80232214927673,92020.0,580475
N-t75d11xx,lop,44,1936000,32,256,512,1,64,0.001,standarized_utility,cuda:0,945,41.78836750984192,574379.0,154156
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,4882,1522.636076450348,304768.0,5918650
tai100_10_9.fsp,pfsp,100,10000000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,4882,1776.071918964386,305440.0,241413050
N-stabu1_250,lop,250,62500000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,30517,4118.229480743408,7552772.0,1437946
N-t75d11xx,lop,44,1936000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,945,42.730767011642456,568271.0,581164
tai20_20_8.fsp,pfsp,20,400000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,195,12.935006618499756,33837.0,1017810
tai200_10_9.fsp,pfsp,200,40000000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,19531,8558.106805801392,1133592.0,243834500
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.001,standarized_utility,cuda:0,945,37.1913321018219,208155.0,38572
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,1,64,0.001,standarized_utility,cuda:0,1220,95.48987030982971,92703.0,2318075
N-stabu70,lop,60,3600000,32,256,128,2,64,0.01,standarized_utility,cuda:0,1757,97.60690665245056,352887.0,57148
N-t59b11xx,lop,44,1936000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,945,34.4202766418457,208265.0,111660
N-stabu1_250,lop,250,62500000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,30517,7446.990083694458,7470042.0,686842
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,195,20.249270915985107,14652.0,43530450
tai100_10_9.fsp,pfsp,100,10000000,32,128,128,1,64,0.01,standarized_utility,cuda:0,4882,773.0566740036011,304968.0,2302650
N-be75eec_150,lop,150,22500000,32,256,128,1,64,0.001,standarized_utility,cuda:0,10986,1516.1044445037842,3374704.0,52246
tai20_20_8.fsp,pfsp,20,400000,32,64,128,2,64,0.01,standarized_utility,cuda:0,195,20.08232545852661,34072.0,523730
N-be75eec_150,lop,150,22500000,32,128,128,1,64,0.001,standarized_utility,cuda:0,10986,1267.0649573802948,3392060.0,35862
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,195,12.617572784423828,33989.0,22538450
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,4882,958.8500301837921,332274.0,116792250
N-stabu1_250,lop,250,62500000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,30517,6327.595259189606,7554684.0,40570
N-stabu70,lop,60,3600000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,1757,93.2732195854187,358968.0,1243196
N-be75eec,lop,50,2500000,32,128,512,1,64,0.001,standarized_utility,cuda:0,1220,67.94361448287964,234325.0,91698
tai20_5_8.fsp,pfsp,20,400000,32,128,128,1,64,0.001,standarized_utility,cuda:0,195,9.351117372512817,14581.0,357330
N-be75eec_150,lop,150,22500000,32,64,512,2,64,0.001,standarized_utility,cuda:0,10986,821.1560113430023,3334058.0,372886
N-stabu70,lop,60,3600000,32,64,128,3,64,0.0001,standarized_utility,cuda:0,1757,100.9764142036438,356684.0,49084
tai100_10_9.fsp,pfsp,100,10000000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,4882,1593.302490234375,307823.0,123345850
tai20_20_8.fsp,pfsp,20,400000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,195,15.672937393188477,33732.0,6681810
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,4882,1052.449283838272,313460.0,221752250
tai20_20_8.fsp,pfsp,20,400000,32,64,512,1,64,0.001,standarized_utility,cuda:0,195,11.334770202636719,33968.0,773330
N-be75eec_150,lop,150,22500000,32,128,128,3,64,0.01,standarized_utility,cuda:0,10986,1246.2254710197449,3141803.0,68886
N-be75eec,lop,50,2500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,1220,40.723772287368774,233740.0,2413618
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,195,11.846754789352417,14595.0,22538450
N-t59b11xx,lop,44,1936000,32,256,512,1,64,0.01,standarized_utility,cuda:0,945,36.59983277320862,208675.0,154156
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,1,64,0.01,standarized_utility,cuda:0,4882,758.8983573913574,307488.0,9195450
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,1,64,0.001,standarized_utility,cuda:0,1220,165.16115474700928,93456.0,14465275
tai20_5_8.fsp,pfsp,20,400000,32,64,128,2,64,0.01,standarized_utility,cuda:0,195,17.964500427246094,14737.0,523730
N-stabu1_250,lop,250,62500000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,30517,7305.243628740311,6405743.0,2618618
N-t75d11xx,lop,44,1936000,32,128,128,3,64,0.01,standarized_utility,cuda:0,945,23.515464782714844,567318.0,55212
N-stabu70,lop,60,3600000,32,128,512,3,64,0.0001,standarized_utility,cuda:0,1757,85.90901803970337,358254.0,622140
tai200_10_9.fsp,pfsp,200,40000000,32,256,128,1,64,0.01,standarized_utility,cuda:0,19531,11769.144955396652,1080066.0,9172100
N-stabu1_250,lop,250,62500000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,30517,6380.18807554245,7501020.0,785146
N-stabu1_250,lop,250,62500000,32,256,512,2,64,0.001,standarized_utility,cuda:0,30517,7165.261825561523,7494796.0,522490
N-stabu70,lop,60,3600000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,1757,98.69155693054199,359072.0,1177660
N-stabu70,lop,60,3600000,32,256,128,2,64,0.0001,standarized_utility,cuda:0,1757,101.1150758266449,358723.0,57148
N-be75eec,lop,50,2500000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,1220,51.294597148895264,233384.0,1167410
N-stabu1_250,lop,250,62500000,32,256,512,2,64,0.01,standarized_utility,cuda:0,30517,6775.163487195969,7032602.0,522490
tai200_10_9.fsp,pfsp,200,40000000,32,64,128,3,64,0.01,standarized_utility,cuda:0,19531,7634.869430065155,1090745.0,10861700
tai50_10_9.fsp,pfsp,50,2500000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,1220,209.09428358078003,95119.0,112871675
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,2,64,0.001,standarized_utility,cuda:0,1220,156.78030371665955,92953.0,1406075
N-t59b11xx,lop,44,1936000,32,128,1024,1,64,0.001,standarized_utility,cuda:0,945,23.649183750152588,208155.0,177196
N-stabu1_250,lop,250,62500000,32,256,128,2,64,0.0001,standarized_utility,cuda:0,30517,4129.386353492737,7545972.0,81658
N-t59b11xx,lop,44,1936000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,945,24.312938928604126,207950.0,308268
tai100_10_9.fsp,pfsp,100,10000000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,4882,1562.0758135318756,331510.0,136453050
tai200_10_9.fsp,pfsp,200,40000000,32,256,512,3,64,0.001,standarized_utility,cuda:0,19531,14196.39605998993,1088064.0,141690500
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,195,16.99491834640503,15182.0,2857170
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,195,18.945956230163574,34081.0,5478610
tai100_10_9.fsp,pfsp,100,10000000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,4882,952.5630345344543,313057.0,136453050
N-t75d11xx,lop,44,1936000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,945,39.18785572052002,549080.0,38572
tai100_10_9.fsp,pfsp,100,10000000,32,64,128,1,64,0.001,standarized_utility,cuda:0,4882,758.9000701904297,305153.0,1483450
tai20_5_8.fsp,pfsp,20,400000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,195,16.426917791366577,14705.0,13245650
N-be75eec_150,lop,150,22500000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,10986,1258.188994884491,3381222.0,220310
N-be75eec_150,lop,150,22500000,32,64,512,3,64,0.01,standarized_utility,cuda:0,10986,1437.1425337791443,3022380.0,635542
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,195,13.568914890289307,33981.0,43530450
tai50_10_9.fsp,pfsp,50,2500000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,1220,153.7337257862091,95252.0,7911675
tai20_20_8.fsp,pfsp,20,400000,32,64,512,3,64,0.001,standarized_utility,cuda:0,195,17.329723596572876,34025.0,11279570
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,195,17.459676265716553,14708.0,22538450
tai20_5_8.fsp,pfsp,20,400000,32,128,128,3,64,0.01,standarized_utility,cuda:0,195,10.207127809524536,14755.0,1017810
tai100_10_9.fsp,pfsp,100,10000000,32,64,128,3,64,0.0001,standarized_utility,cuda:0,4882,1833.4088470935822,304117.0,4785850
tai20_20_8.fsp,pfsp,20,400000,32,64,512,2,64,0.01,standarized_utility,cuda:0,195,16.648288011550903,34354.0,6026450
tai20_20_8.fsp,pfsp,20,400000,32,256,128,2,64,0.0001,standarized_utility,cuda:0,195,12.486840963363647,34225.0,1015250
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,1220,102.58469486236572,95949.0,580475
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,1,64,0.001,standarized_utility,cuda:0,1220,154.49259734153748,92175.0,990075
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,3,64,0.01,standarized_utility,cuda:0,4882,1711.62269449234,326024.0,58449850
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,1220,183.15354371070862,98873.0,66945275
N-t59b11xx,lop,44,1936000,32,256,512,2,64,0.0001,standarized_utility,cuda:0,945,20.860920667648315,208165.0,416812
N-be75eec_150,lop,150,22500000,32,256,512,3,64,0.001,standarized_utility,cuda:0,10986,808.664288520813,3309789.0,733846
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,2,64,0.001,standarized_utility,cuda:0,4882,1473.0895919799805,307916.0,32184250
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,2,64,0.001,standarized_utility,cuda:0,1220,187.9874279499054,93148.0,20366075
N-stabu70,lop,60,3600000,32,64,1024,3,64,0.01,standarized_utility,cuda:0,1757,99.99230527877808,321742.0,2227260
N-stabu1_250,lop,250,62500000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,30517,6369.997299194336,7559785.0,57082
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,195,19.132876873016357,34278.0,5478610
N-be75eec,lop,50,2500000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,1220,49.57713532447815,224570.0,1167410
tai100_10_9.fsp,pfsp,100,10000000,32,256,1024,2,64,0.0001,standarized_utility,cuda:0,4882,960.5233163833618,308217.0,136453050
N-be75eec_150,lop,150,22500000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,10986,1344.5513331890106,3369282.0,1269910
tai50_10_9.fsp,pfsp,50,2500000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,1220,221.40504503250122,95107.0,109594875
N-be75eec_150,lop,150,22500000,32,128,128,3,64,0.01,standarized_utility,cuda:0,10986,781.1010823249817,3178660.0,68886
tai200_10_9.fsp,pfsp,200,40000000,32,128,128,2,64,0.01,standarized_utility,cuda:0,19531,7490.939398050308,1087294.0,9197700
tai20_20_8.fsp,pfsp,20,400000,32,128,512,2,64,0.001,standarized_utility,cuda:0,195,12.488765478134155,34052.0,6681810
tai20_5_8.fsp,pfsp,20,400000,32,64,512,1,64,0.001,standarized_utility,cuda:0,195,17.16545605659485,14702.0,773330
tai20_20_8.fsp,pfsp,20,400000,32,256,128,1,64,0.01,standarized_utility,cuda:0,195,17.92091155052185,33948.0,685010
tai100_10_9.fsp,pfsp,100,10000000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,4882,1547.6008324623108,303139.0,5605050
N-t59b11xx,lop,44,1936000,32,128,128,1,64,0.01,standarized_utility,cuda:0,945,25.567808628082275,209190.0,22188
tai100_10_9.fsp,pfsp,100,10000000,32,64,128,3,64,0.0001,standarized_utility,cuda:0,4882,944.7117445468903,301295.0,4785850
N-stabu70,lop,60,3600000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,1757,50.78057670593262,359861.0,128060
N-stabu70,lop,60,3600000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,1757,101.84323859214783,315316.0,2292796
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,195,16.250060319900513,33832.0,1546450
tai100_10_9.fsp,pfsp,100,10000000,32,128,128,3,64,0.01,standarized_utility,cuda:0,4882,1642.6114673614502,312748.0,5605050
N-be75eec_150,lop,150,22500000,32,128,128,1,64,0.001,standarized_utility,cuda:0,10986,785.4251024723053,3361979.0,35862
tai20_20_8.fsp,pfsp,20,400000,32,64,512,2,64,0.001,standarized_utility,cuda:0,195,16.12950873374939,33843.0,6026450
N-stabu70,lop,60,3600000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,1757,57.28062605857849,346613.0,1177660
tai100_10_9.fsp,pfsp,100,10000000,32,128,1024,1,64,0.001,standarized_utility,cuda:0,4882,1231.5926790237427,304645.0,18385850
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,195,14.945932149887085,14556.0,1546450
tai20_20_8.fsp,pfsp,20,400000,32,64,512,2,64,0.01,standarized_utility,cuda:0,195,14.94215703010559,34271.0,6026450
N-t59b11xx,lop,44,1936000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,945,23.726731777191162,208560.0,308268
N-stabu70,lop,60,3600000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,1757,110.468820810318,358889.0,1243196
N-stabu70,lop,60,3600000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,1757,51.05308723449707,358429.0,589372
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,3,64,0.01,standarized_utility,cuda:0,195,19.90490174293518,36277.0,43530450
N-be75eec,lop,50,2500000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,1220,58.581055879592896,234333.0,117810
N-stabu70,lop,60,3600000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,1757,108.04156827926636,353951.0,40636
N-stabu1_250,lop,250,62500000,32,128,128,3,64,0.001,standarized_utility,cuda:0,30517,7325.998282909393,7439387.0,81786
N-be75eec,lop,50,2500000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,1220,59.16178274154663,234273.0,117810
tai200_10_9.fsp,pfsp,200,40000000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,19531,9727.765817642212,1141863.0,256941700
tai100_10_9.fsp,pfsp,100,10000000,32,128,128,3,64,0.01,standarized_utility,cuda:0,4882,928.1157410144806,313464.0,5605050
N-stabu70,lop,60,3600000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,1757,112.94576859474182,359788.0,1177660
tai100_10_9.fsp,pfsp,100,10000000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,4882,1402.1776518821716,333905.0,123345850
N-be75eec_150,lop,150,22500000,32,256,512,2,64,0.001,standarized_utility,cuda:0,10986,1491.5475630760193,3369493.0,471190
N-stabu1_250,lop,250,62500000,32,256,128,2,64,0.01,standarized_utility,cuda:0,30517,4118.330160140991,7251385.0,81658
N-be75eec_150,lop,150,22500000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,10986,785.0707483291626,3368462.0,1335446
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,4882,878.5630497932434,306505.0,32184250
N-t75d11xx,lop,44,1936000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,945,29.518182516098022,577178.0,38700
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.0001,standarized_utility,cuda:0,195,15.338164806365967,33737.0,26470610
N-be75eec_150,lop,150,22500000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,10986,1312.5261764526367,3247098.0,2385046
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,2,64,0.01,standarized_utility,cuda:0,1220,154.75690865516663,93214.0,2634875
N-t59b11xx,lop,44,1936000,32,128,128,1,64,0.001,standarized_utility,cuda:0,945,23.820188283920288,208155.0,22188
tai200_10_9.fsp,pfsp,200,40000000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,19531,7795.753118991852,1070436.0,9197700
tai20_20_8.fsp,pfsp,20,400000,32,64,512,2,64,0.01,standarized_utility,cuda:0,195,17.399522304534912,34623.0,6026450
N-be75eec,lop,50,2500000,32,128,1024,3,64,0.0001,standarized_utility,cuda:0,1220,50.7893226146698,233607.0,2282546
tai200_10_9.fsp,pfsp,200,40000000,32,128,128,1,64,0.001,standarized_utility,cuda:0,19531,6901.156627893448,1076410.0,5895300
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,3,64,0.01,standarized_utility,cuda:0,1220,117.2934980392456,94173.0,2231675
N-be75eec,lop,50,2500000,32,128,128,1,64,0.001,standarized_utility,cuda:0,1220,38.6326322555542,234224.0,22962
N-t75d11xx,lop,44,1936000,32,64,512,3,64,0.01,standarized_utility,cuda:0,945,42.602720499038696,538501.0,581164
N-stabu1_250,lop,250,62500000,32,64,1024,3,64,0.01,standarized_utility,cuda:0,30517,4163.201034784317,6379089.0,2422010
N-be75eec_150,lop,150,22500000,32,128,128,1,64,0.01,standarized_utility,cuda:0,10986,1485.1088728904724,3343199.0,35862
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,1220,229.3681092262268,101573.0,66945275
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,195,14.370850563049316,14653.0,23849170
N-be75eec_150,lop,150,22500000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,10986,805.8633139133453,3384295.0,52246
N-be75eec,lop,50,2500000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,1220,35.45582604408264,234343.0,314418
tai20_5_8.fsp,pfsp,20,400000,32,64,128,3,64,0.01,standarized_utility,cuda:0,195,11.460238695144653,14764.0,853970
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,3,64,0.01,standarized_utility,cuda:0,1220,119.08227586746216,94533.0,3460475
N-t59b11xx,lop,44,1936000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,945,36.993916511535645,209140.0,111660
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,1,64,0.01,standarized_utility,cuda:0,1220,96.62650871276855,94204.0,2318075
N-be75eec_150,lop,150,22500000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,10986,806.5952174663544,3252962.0,2319510
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,3,64,0.01,standarized_utility,cuda:0,1220,115.01831340789795,93665.0,2641275
N-be75eec,lop,50,2500000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,1220,68.34401106834412,234119.0,31282
N-t59b11xx,lop,44,1936000,32,128,128,2,64,0.01,standarized_utility,cuda:0,945,28.496388912200928,208070.0,38700
N-t59b11xx,lop,44,1936000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,945,24.314950227737427,194045.0,1226796
N-stabu1_250,lop,250,62500000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,30517,7459.213603973389,7523792.0,322810
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,195,11.997172594070435,33890.0,43530450
tai100_10_9.fsp,pfsp,100,10000000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,4882,821.4661862850189,310886.0,18385850
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,195,18.764400005340576,14742.0,43530450
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,3,64,0.001,standarized_utility,cuda:0,1220,130.55792927742004,95154.0,30222075
N-t59b11xx,lop,44,1936000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,945,23.266797304153442,202155.0,2276396
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,3,64,0.01,standarized_utility,cuda:0,4882,1000.4970078468323,327122.0,61726650
N-t59b11xx,lop,44,1936000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,945,24.607564210891724,198060.0,1357868
N-be75eec,lop,50,2500000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,1220,59.449994802474976,234244.0,354354
N-t59b11xx,lop,44,1936000,32,64,128,3,64,0.01,standarized_utility,cuda:0,945,23.96185874938965,206530.0,47020
tai20_5_8.fsp,pfsp,20,400000,32,128,512,3,64,0.0001,standarized_utility,cuda:0,195,12.857616424560547,14619.0,11934930
N-be75eec,lop,50,2500000,32,128,512,3,64,0.0001,standarized_utility,cuda:0,1220,60.11941480636597,234504.0,617010
N-stabu70,lop,60,3600000,32,128,1024,1,64,0.001,standarized_utility,cuda:0,1757,55.47816824913025,357207.0,193596
N-t59b11xx,lop,44,1936000,32,128,512,3,64,0.0001,standarized_utility,cuda:0,945,24.256516456604004,208615.0,613932
tai20_5_8.fsp,pfsp,20,400000,32,256,512,2,64,0.01,standarized_utility,cuda:0,195,10.059685468673706,14718.0,7992530
N-stabu70,lop,60,3600000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,1757,83.87050986289978,357338.0,2423868
N-t59b11xx,lop,44,1936000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,945,22.99776268005371,207740.0,30508
N-stabu70,lop,60,3600000,32,64,512,3,64,0.001,standarized_utility,cuda:0,1757,80.7711067199707,357217.0,589372
N-t59b11xx,lop,44,1936000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,945,42.0126793384552,202845.0,2210860
N-stabu70,lop,60,3600000,32,128,512,2,64,0.01,standarized_utility,cuda:0,1757,100.07276058197021,349566.0,359484
N-t59b11xx,lop,44,1936000,32,256,1024,2,64,0.0001,standarized_utility,cuda:0,945,24.509849071502686,208785.0,1357868
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,195,16.074361324310303,33929.0,22538450
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,4882,1538.0690751075745,302454.0,32184250
N-t75d11xx,lop,44,1936000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,945,40.387178897857666,547645.0,1161260
N-be75eec_150,lop,150,22500000,32,256,1024,1,64,0.001,standarized_utility,cuda:0,10986,1505.1143691539764,3369500.0,416918
N-t75d11xx,lop,44,1936000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,945,42.61061406135559,511501.0,2276396
N-t59b11xx,lop,44,1936000,32,256,512,3,64,0.01,standarized_utility,cuda:0,945,24.228307485580444,196505.0,679468
tai200_10_9.fsp,pfsp,200,40000000,32,256,512,2,64,0.001,standarized_utility,cuda:0,19531,14233.891757011414,1074387.0,89159300
tai200_10_9.fsp,pfsp,200,40000000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,19531,13808.856325387955,1090522.0,243834500
N-t59b11xx,lop,44,1936000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,945,23.778282165527344,208035.0,30508
N-t59b11xx,lop,44,1936000,32,256,1024,1,64,0.001,standarized_utility,cuda:0,945,23.92287254333496,208165.0,308268
N-stabu1_250,lop,250,62500000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,30517,6612.353975772858,7509389.0,1437946
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,3,64,0.01,standarized_utility,cuda:0,4882,994.616147518158,321596.0,58449850
N-be75eec_150,lop,150,22500000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,10986,799.3676369190216,3349024.0,68886
tai20_5_8.fsp,pfsp,20,400000,32,64,512,1,64,0.001,standarized_utility,cuda:0,195,15.457563400268555,14612.0,773330
N-be75eec_150,lop,150,22500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,10986,809.2320749759674,3335004.0,2516118
