,instance,repetition,algorithm,lambda,alpha,best fitness,evals,elapsed time in secs
8442,N-be75eec_150,6,PL,100,0.001,3291766,21985800,990.584
8443,N-be75eec_150,2,PL,100,0.9,3344193,17817772,986.656
8444,N-be75eec_150,10,PL,100,0.01,3349741,21310473,1008.609
8445,N-be75eec_150,9,PL,100,0.9,3368711,20933731,996.041
8446,N-be75eec_150,5,PL,100,0.001,3289776,22124102,992.999
8447,N-be75eec_150,4,PL,100,0.001,3279950,21130296,992.965
8448,N-be75eec_150,1,PL,100,0.01,3358216,22112649,998.638
8449,N-be75eec_150,1,PL,100,0.9,3367520,13289749,992.481
8450,N-be75eec_150,10,PL,100,0.9,3351041,5935316,1010.474
8451,N-be75eec_150,4,PL,100,0.9,3365923,18458024,1010.883
8452,N-be75eec_150,6,PL,100,0.9,3365355,16622924,1006.013
8453,N-be75eec_150,7,PL,1000,0.75,3352924,13655102,1139.723
8454,N-be75eec_150,8,PL,1000,0.75,3372721,15680608,1137.461
8455,N-be75eec_150,1,PL,1000,0.75,3362105,21491773,1138.654
8456,N-be75eec_150,10,PL,1000,0.5,3372725,17252716,1137.28
8457,N-be75eec_150,5,PL,1000,0.1,3362939,16128366,1153.843
8458,N-be75eec_150,10,PL,1000,0.75,3371340,5685869,1152.983
8459,N-be75eec_150,7,PL,1000,0.1,3371357,19820503,1136.525
8460,N-be75eec_150,3,PL,1000,0.5,3367773,9622516,1144.889
8461,N-be75eec_150,9,PL,1000,0.75,3359940,20392860,1145.294
8462,N-be75eec_150,3,PL,1000,0.75,3361114,19000037,1156.441
8463,N-be75eec_150,4,PL,1000,0.5,3379569,18425080,1159.241
8464,N-be75eec_150,2,PL,1000,0.75,3358445,16371590,1140.585
8465,N-be75eec_150,2,PL,1000,0.5,3360282,16900593,1137.613
8466,N-be75eec_150,6,PL,1000,0.75,3370183,4871251,1145.895
8467,N-be75eec_150,5,PL,1000,0.75,3349703,21517631,1147.786
8468,N-be75eec_150,6,PL,1000,0.5,3366428,17536742,1160.311
8469,N-be75eec_150,4,PL,1000,0.75,3359828,14917811,1158.075
8470,N-be75eec_150,9,PL,1000,0.1,3360527,16999612,1146.696
8471,N-be75eec_150,9,PL,1000,0.5,3360368,6721351,1153.471
8472,N-be75eec_150,2,PL,1000,0.1,3361333,15855429,1155.963
8473,N-be75eec_150,1,PL,1000,0.5,3363697,10841902,1168.377
8474,N-be75eec_150,1,PL,1000,0.1,3360871,17437115,1152.825
8475,N-be75eec_150,7,PL,1000,0.5,3355057,18824758,1162.507
8476,N-be75eec_150,3,PL,1000,0.1,3367739,9477699,1158.113
8477,N-be75eec_150,8,PL,1000,0.1,3361799,8025247,1146.671
8478,N-be75eec_150,10,PL,1000,0.1,3358952,22498865,1160.29
8479,N-be75eec_150,5,PL,1000,0.5,3372237,20938254,1159.393
8480,N-be75eec_150,4,PL,1000,0.1,3369695,19542770,1149.976
8481,N-be75eec_150,8,PL,1000,0.5,3369701,22201543,1157.418
8482,N-be75eec_150,6,PL,1000,0.1,3359007,8567505,1193.898
8485,N-be75eec_150,6,PL,100,0.1,3364700,15983844,1314.553
8488,N-be75eec_150,6,PL,100,0.5,3379920,4084068,1315.618
8489,N-be75eec_150,4,PL,100,0.1,3375145,20056332,1327.072
8494,N-be75eec_150,9,PL,100,0.1,3356077,20365816,1321.442
8502,N-be75eec_150,7,PL,100,0.1,3367745,2533914,1318.691
8504,N-be75eec_150,5,PL,100,0.1,3351608,18828975,1328.766
8508,N-be75eec_150,10,PL,100,0.1,3361790,20754135,1329.74
8509,N-be75eec_150,2,PL,100,0.1,3339635,22080634,1337.903
8510,N-be75eec_150,2,PL,100,0.5,3373870,4507123,1335.177
8511,N-be75eec_150,5,PL,100,0.5,3373848,22299464,1322.539
8512,N-be75eec_150,4,PL,100,0.5,3371722,987881,1340.957
8513,N-be75eec_150,9,PL,100,0.5,3337530,10697912,1339.407
8514,N-be75eec_150,3,PL,100,0.1,3351317,13927288,1339.131
8517,N-be75eec_150,1,PL,100,0.5,3355997,4520900,1349.578
8519,N-be75eec_150,8,PL,100,0.5,3349059,4263964,1339.265
8520,N-be75eec_150,7,PL,100,0.5,3347813,21475083,1345.735
8521,N-be75eec_150,2,PL,1000,0.9,3368143,12688150,667.732
8524,N-be75eec_150,8,PL,100,0.1,3357770,4552237,1333.398
8527,N-be75eec_150,1,PL,100,0.1,3362572,22489729,1338.272
8529,N-be75eec_150,8,PL,1000,0.9,3358707,4535269,662.598
8530,N-be75eec_150,1,PL,1000,0.9,3378456,9787788,680.086
8531,N-be75eec_150,7,PL,1000,0.9,3353708,16969721,672.792
8532,N-be75eec_150,3,PL,100,0.5,3348824,6171291,1350.587
8533,N-be75eec_150,4,PL,1000,0.9,3366924,15548491,676.262
8534,N-be75eec_150,10,PL,100,0.5,3328372,988760,1358.915
8535,N-be75eec_150,3,PL,1000,0.9,3364096,17541919,672.645
8536,N-be75eec_150,5,PL,1000,0.9,3370462,8569773,667.201
8537,N-be75eec_150,10,PL,1000,0.9,3370321,17999479,669.112
8538,N-be75eec_150,6,PL,1000,0.9,3344412,3515766,670.791
8539,N-be75eec_150,9,PL,1000,0.9,3375513,16925587,676.082
8540,N-be75eec_150,1,PL,10000,0.001,2703373,22005496,685.947
8541,N-be75eec_150,3,PL,10000,0.001,2691640,19649759,685.09
8542,N-be75eec_150,4,PL,10000,0.001,2715961,20327116,684.768
8543,N-be75eec_150,2,PL,10000,0.001,2688199,15174257,694.083
8544,N-be75eec_150,5,PL,100,0.75,3352950,10154012,1411.804
8545,N-be75eec_150,6,PL,100,0.75,3352006,13895640,1410.638
8546,N-be75eec_150,1,PL,100,0.75,3374394,20472969,1436.061
8547,N-be75eec_150,4,PL,100,0.75,3377378,10666013,1444.807
8548,N-be75eec_150,2,PL,100,0.75,3373107,17584289,1431.353
8549,N-be75eec_150,8,PL,100,0.75,3368764,15997362,1429.537
8550,N-be75eec_150,7,PL,100,0.75,3364881,17414012,1446.115
8551,N-be75eec_150,3,PL,100,0.75,3331737,16314197,1451.454
8552,N-be75eec_150,5,PL,10000,0.001,2669260,18295052,752.709
8553,N-be75eec_150,6,PL,10000,0.001,2676927,12276771,752.019
8555,N-be75eec_150,7,PL,10000,0.001,2664612,21901331,794.755
8559,N-be75eec_150,8,PL,10000,0.001,2683390,18822900,985.049
8560,N-be75eec_150,4,PL,10000,0.01,2989611,19955818,988.738
8562,N-be75eec_150,1,PL,10000,0.5,3361396,16967956,670.842
8563,N-be75eec_150,6,PL,10000,0.01,2974191,21700779,993.493
8564,N-be75eec_150,6,PL,10000,0.5,3362599,16959380,674.66
8565,N-be75eec_150,7,PL,10000,0.01,2997169,22351227,996.271
8566,N-be75eec_150,2,PL,10000,0.01,3000691,21033688,995.63
8567,N-be75eec_150,8,PL,10000,0.01,3009382,22429467,989.482
8568,N-be75eec_150,10,PL,10000,0.5,3353142,16140253,671.888
8572,N-be75eec_150,1,PL,10000,0.75,3366088,19873872,673.725
8573,N-be75eec_150,4,PL,10000,0.5,3362450,16953188,672.55
8574,N-be75eec_150,9,PL,10000,0.001,2676680,20554352,1021.305
8575,N-be75eec_150,1,PL,10000,0.01,2981931,22200737,1011.693
8577,N-be75eec_150,5,PL,10000,0.05,3226108,22161585,984.363
8579,N-be75eec_150,5,PL,10000,0.5,3359332,15959038,672.886
8580,N-be75eec_150,10,PL,10000,0.001,2671672,16173101,1012.584
8581,N-be75eec_150,7,PL,10000,0.5,3354672,17274269,670.24
8583,N-be75eec_150,9,PL,10000,0.75,3365536,17813222,677.785
8585,N-be75eec_150,10,PL,10000,0.01,2993474,22073167,1010.865
8586,N-be75eec_150,9,PL,10000,0.01,2989796,21798752,1009.252
8587,N-be75eec_150,6,PL,10000,0.05,3217172,22143021,1003.339
8588,N-be75eec_150,3,PL,10000,0.01,2982125,21922138,1008.598
8589,N-be75eec_150,3,PL,10000,0.05,3224215,22133248,1004.216
8592,N-be75eec_150,5,PL,10000,0.01,2998189,22350229,1024.337
8593,N-be75eec_150,1,PL,10000,0.05,3220443,20719296,1006.892
8596,N-be75eec_150,9,PL,10000,0.5,3361088,15443207,675.985
8598,N-be75eec_150,7,PL,10000,0.9,3358359,22163538,659.049
8599,N-be75eec_150,10,PL,10000,0.75,3360260,11896854,674.401
8600,N-be75eec_150,9,PL,10000,0.9,3363487,9378221,662.129
8601,N-be75eec_150,4,PL,10000,0.05,3221845,21170509,1006.131
8603,N-be75eec_150,2,PL,10000,0.05,3218381,20753262,1010.023
8605,N-be75eec_150,5,PL,10000,0.9,3363522,22236181,672.273
8607,N-be75eec_150,4,PL,10000,0.9,3362099,19805805,674.591
8608,N-be75eec_150,2,PL,10000,0.9,3359432,19072094,672.723
8609,N-be75eec_150,10,PL,10000,0.9,3370057,21394352,670.379
8610,N-be75eec_150,3,PL,10000,0.9,3366893,14821910,670.648
8636,N-be75eec_150,10,PL,10000,0.05,3216217,22470942,1147.433
8640,N-be75eec_150,7,PL,10000,0.05,3214999,21050067,1148.785
8645,N-be75eec_150,8,PL,10000,0.1,3290777,22178233,1148.518
8646,N-be75eec_150,5,PL,10000,0.1,3294474,21542046,1152.089
8648,N-be75eec_150,7,PL,10000,0.1,3294996,21645719,1147.742
8650,N-be75eec_150,9,PL,10000,0.05,3226784,22062945,1158.879
8656,N-be75eec_150,1,PL,10000,0.1,3295176,22452905,1166.054
8666,N-be75eec_150,2,PL,10000,0.1,3297552,21849859,1148.701
8667,N-be75eec_150,8,PL,10000,0.05,3226878,22438479,1165.563
8674,N-be75eec_150,9,PL,10000,0.1,3293041,21423480,1149.606
8676,N-be75eec_150,6,PL,10000,0.1,3291524,19789849,1152.355
8678,N-be75eec_150,10,PL,10000,0.1,3293068,22092735,1153.035
8685,N-be75eec_150,4,PL,10000,0.1,3297434,21481430,1158.08
8691,N-be75eec_150,3,PL,10000,0.1,3295300,21612002,1164.008
8714,N-be75eec_150,2,PL,10000,0.75,3372302,19700561,1285.143
8716,N-be75eec_150,3,PL,10000,0.5,3365444,14297185,1315.016
8717,N-be75eec_150,8,PL,10000,0.5,3355540,17052241,1305.602
8719,N-be75eec_150,2,PL,10000,0.5,3359339,15525925,1316.254
8724,N-be75eec_150,5,PL,10000,0.75,3353781,11191127,1322.13
8726,N-be75eec_150,3,PL,10000,0.75,3369642,20925080,1318.607
8728,N-be75eec_150,6,PL,10000,0.75,3361241,19574886,1312.911
8729,N-be75eec_150,1,PL,10000,0.9,3366500,9775925,1311.343
8730,N-be75eec_150,8,PL,10000,0.75,3364298,19387881,1316.021
8731,N-be75eec_150,7,PL,10000,0.75,3371649,18083600,1338.757
8732,N-be75eec_150,6,PL,10000,0.9,3362133,16826387,1317.606
8736,N-be75eec_150,8,PL,10000,0.9,3361268,20607776,1325.249
8751,N-be75eec_150,4,PL,10000,0.75,3358266,21129676,1497.926
9420,N-stabu1_250,7,PL,100,0.001,7394687,62183880,4662.977
9421,N-stabu1_250,4,PL,100,0.001,7397970,59880102,4663.663
9422,N-stabu1_250,3,PL,100,0.001,7396581,62471335,4663.585
9423,N-stabu1_250,8,PL,100,0.001,7399181,58538151,4665.647
9424,N-stabu1_250,4,PL,100,0.01,7453120,60053253,4683.418
9425,N-stabu1_250,6,PL,100,0.01,7455084,61385832,4694.047
9426,N-stabu1_250,5,PL,100,0.01,7453577,54464264,4684.292
9427,N-stabu1_250,7,PL,100,0.01,7448187,27294068,4679.415
9428,N-stabu1_250,10,PL,100,0.01,7447639,62066492,4687.207
9431,N-stabu1_250,4,PL,100,0.05,7471620,56070645,4648.534
9432,N-stabu1_250,10,PL,100,0.05,7437151,1929585,4625.985
9433,N-stabu1_250,2,PL,100,0.05,7445267,59738272,4684.792
9434,N-stabu1_250,5,PL,100,0.05,7446883,56283028,4674.998
9436,N-stabu1_250,7,PL,100,0.05,7429862,22429961,4690.81
9437,N-stabu1_250,8,PL,100,0.05,7444150,36171837,4703.501
9438,N-stabu1_250,5,PL,100,0.1,7451264,40360872,4658.342
9439,N-stabu1_250,3,PL,100,0.1,7447209,41829953,4671.668
9440,N-stabu1_250,2,PL,100,0.1,7441901,34254222,4682.163
9441,N-stabu1_250,4,PL,100,0.1,7454115,59212168,4669.02
9443,N-stabu1_250,9,PL,100,0.1,7439349,1935872,4688.293
9444,N-stabu1_250,5,PL,100,0.5,7455673,41627833,4631.694
9445,N-stabu1_250,4,PL,100,0.5,7415605,42039216,4658.5
9446,N-stabu1_250,1,PL,100,0.5,7434143,11897779,4678.449
9447,N-stabu1_250,2,PL,100,0.5,7411608,10853919,4679.176
9448,N-stabu1_250,7,PL,100,0.5,7455129,50546788,4675.259
9449,N-stabu1_250,6,PL,100,0.5,7449931,12550269,4680.305
9450,N-stabu1_250,10,PL,100,0.5,7436072,42887415,4677.516
9451,N-stabu1_250,7,PL,100,0.75,7437731,27028230,4597.114
9452,N-stabu1_250,6,PL,100,0.75,7415004,49642060,4639.487
9453,N-stabu1_250,2,PL,100,0.75,7420292,36286729,4728.101
9455,N-stabu1_250,2,PL,100,0.9,7416942,62375326,4662.628
9456,N-stabu1_250,6,PL,100,0.9,7412999,13553223,4550.614
9460,N-stabu1_250,5,PL,1000,0.001,6911499,62010788,4600.557
9462,N-stabu1_250,9,PL,1000,0.001,6919328,60349671,4603.484
9473,N-stabu1_250,1,PL,100,0.001,7399321,59811679,6943.952
9475,N-stabu1_250,3,PL,100,0.01,7432934,23551989,6971.842
9476,N-stabu1_250,4,PL,1000,0.001,6903886,62333833,5385.574
9478,N-stabu1_250,1,PL,100,0.05,7435290,7835085,7004.254
9479,N-stabu1_250,6,PL,100,0.05,7437789,59482972,6971.589
9483,N-stabu1_250,9,PL,100,0.05,7450310,61646635,7055.43
9484,N-stabu1_250,9,PL,100,0.001,7393875,61323596,7371.371
9485,N-stabu1_250,6,PL,100,0.001,7396818,62430950,7366.656
9486,N-stabu1_250,2,PL,100,0.001,7400095,59429033,7417.718
9487,N-stabu1_250,8,PL,100,0.01,7451487,16329569,7389.982
9491,N-stabu1_250,2,PL,100,0.01,7445689,19662787,7435.486
9493,N-stabu1_250,5,PL,100,0.001,7394530,62263130,7461.616
9504,N-stabu1_250,1,PL,100,0.75,7427354,27243038,7094.164
9505,N-stabu1_250,8,PL,100,0.5,7431365,21063260,7289.702
9507,N-stabu1_250,3,PL,100,0.9,7398310,22205103,6802.294
9508,N-stabu1_250,7,PL,100,0.9,7402932,36644083,6905.886
9509,N-stabu1_250,10,PL,100,0.75,7427417,49129648,7384.76
9511,N-stabu1_250,10,PL,100,0.001,7387155,55607647,8471.19
9512,N-stabu1_250,5,PL,100,0.9,7417568,36798817,7180.848
9513,N-stabu1_250,3,PL,1000,0.001,6906751,61457916,6866.627
9514,N-stabu1_250,1,PL,100,0.01,7456033,59247538,8530.123
9515,N-stabu1_250,9,PL,100,0.9,7400893,2115813,7266.656
9516,N-stabu1_250,8,PL,100,0.9,7416095,57069891,7278.745
9517,N-stabu1_250,4,PL,100,0.9,7403824,984504,7292.711
9518,N-stabu1_250,10,PL,100,0.9,7418914,16211121,7229.03
9519,N-stabu1_250,2,PL,1000,0.001,6947741,61948798,7108.343
9520,N-stabu1_250,5,PL,1000,0.01,7395558,60509844,5484.428
9521,N-stabu1_250,10,PL,100,0.1,7459890,17837341,8483.671
9522,N-stabu1_250,9,PL,100,0.5,7435901,57790051,8364.607
9523,N-stabu1_250,4,PL,100,0.75,7435713,49677427,8142.953
9524,N-stabu1_250,9,PL,100,0.75,7443718,20125506,8054.324
9525,N-stabu1_250,1,PL,100,0.9,7436165,52023612,7830.517
9526,N-stabu1_250,7,PL,1000,0.001,6921627,61831850,7306.233
9527,N-stabu1_250,10,PL,1000,0.001,6912702,62435227,7267.476
9528,N-stabu1_250,5,PL,100,0.75,7434796,33622970,8457.638
9529,N-stabu1_250,9,PL,1000,0.1,7429632,59084882,3927.92
9530,N-stabu1_250,2,PL,1000,0.05,7443165,56346852,4665.874
9531,N-stabu1_250,3,PL,1000,0.05,7443429,51133331,4663.184
9532,N-stabu1_250,1,PL,1000,0.05,7458366,54017335,4711.886
9533,N-stabu1_250,8,PL,1000,0.001,6921563,59602507,7648.692
9535,N-stabu1_250,8,PL,1000,0.05,7436186,20650176,4666.044
9536,N-stabu1_250,4,PL,1000,0.05,7452410,19857570,4771.693
9537,N-stabu1_250,7,PL,1000,0.05,7447572,22725985,4668.612
9538,N-stabu1_250,9,PL,1000,0.05,7431854,62137458,4675.288
9539,N-stabu1_250,10,PL,1000,0.05,7435004,25838193,4673.811
9541,N-stabu1_250,3,PL,1000,0.1,7450239,47578929,4653.745
9542,N-stabu1_250,1,PL,1000,0.1,7446815,59667593,4677.888
9543,N-stabu1_250,2,PL,1000,0.1,7440289,49598557,4678.074
9544,N-stabu1_250,5,PL,1000,0.1,7440781,34032527,4657.85
9545,N-stabu1_250,4,PL,1000,0.1,7454953,15360351,4687.842
9546,N-stabu1_250,7,PL,1000,0.1,7439083,16669614,4668.899
9547,N-stabu1_250,6,PL,1000,0.1,7436059,45555131,4671.756
9549,N-stabu1_250,2,PL,1000,0.01,7396599,60338006,7446.354
9550,N-stabu1_250,8,PL,1000,0.1,7449991,21774461,4684.427
9551,N-stabu1_250,1,PL,1000,0.001,6927537,61941647,8399.447
9553,N-stabu1_250,10,PL,1000,0.1,7443094,51764137,4655.129
9555,N-stabu1_250,6,PL,1000,0.001,6920406,60969869,8375.373
9566,N-stabu1_250,8,PL,100,0.1,7438461,26368696,10190.725
9567,N-stabu1_250,7,PL,100,0.1,7444656,29471234,10228.28
9583,N-stabu1_250,1,PL,100,0.1,7441340,17916439,10668.699
9584,N-stabu1_250,6,PL,100,0.1,7459625,14714176,10646.939
9586,N-stabu1_250,9,PL,1000,0.01,7396674,59569083,6989.685
9587,N-stabu1_250,10,PL,1000,0.01,7400345,61280348,6972.168
9590,N-stabu1_250,1,PL,1000,0.5,7441556,31970306,4669.482
9612,N-stabu1_250,9,PL,100,0.01,7438247,55936978,11787.009
9615,N-stabu1_250,3,PL,100,0.05,7436754,38895305,11700.006
9623,N-stabu1_250,3,PL,100,0.5,7432431,40602742,11601.598
9631,N-stabu1_250,3,PL,100,0.75,7426858,53030992,11500.747
9656,N-stabu1_250,8,PL,100,0.75,7438102,47090556,12065.851
9678,N-stabu1_250,5,PL,1000,0.05,7454227,60402478,8535.851
9679,N-stabu1_250,6,PL,1000,0.05,7442716,42443751,8519.337
9683,N-stabu1_250,3,PL,1000,0.01,7398695,61956109,10620.504
9686,N-stabu1_250,4,PL,1000,0.01,7401562,61597888,10635.575
9710,N-stabu1_250,6,PL,1000,0.5,7458660,7942622,6978.93
9715,N-stabu1_250,8,PL,1000,0.5,7452695,29577677,6985.731
9724,N-stabu1_250,4,PL,1000,0.5,7458768,17112858,7268.208
9728,N-stabu1_250,3,PL,1000,0.5,7446906,38595157,7392.099
9738,N-stabu1_250,7,PL,1000,0.5,7467890,45052603,7328.474
9744,N-stabu1_250,8,PL,1000,0.01,7393960,61602867,10279.225
9748,N-stabu1_250,1,PL,1000,0.75,7445829,40813354,6951.982
9749,N-stabu1_250,7,PL,1000,0.01,7396590,61686900,10277.92
9756,N-stabu1_250,9,PL,1000,0.5,7457768,8621517,7380.16
9757,N-stabu1_250,10,PL,1000,0.5,7443223,22662688,7376.645
9761,N-stabu1_250,2,PL,1000,0.75,7437566,48543430,7055.295
9763,N-stabu1_250,7,PL,1000,0.75,7443180,23864955,6931.164
9764,N-stabu1_250,9,PL,1000,0.75,7434659,2149324,6957.284
9767,N-stabu1_250,3,PL,1000,0.75,7443233,4948079,7036.441
9770,N-stabu1_250,1,PL,1000,0.01,7396548,61039409,11921.963
9773,N-stabu1_250,10,PL,1000,0.75,7440789,23789889,7000.099
9796,N-stabu1_250,2,PL,1000,0.9,7442274,2207599,6970.525
9802,N-stabu1_250,5,PL,1000,0.9,7444204,44362277,6989.593
9804,N-stabu1_250,4,PL,1000,0.75,7440292,48244133,7404.168
9805,N-stabu1_250,6,PL,1000,0.9,7475945,47162768,6830.959
9810,N-stabu1_250,2,PL,1000,0.5,7436944,34290288,8382.111
9811,N-stabu1_250,6,PL,1000,0.75,7436908,3233204,7463.483
9815,N-stabu1_250,5,PL,1000,0.75,7445910,31365504,7476.387
9827,N-stabu1_250,8,PL,1000,0.75,7444246,32164534,7554.3
9828,N-stabu1_250,4,PL,1000,0.9,7448463,57408178,7201.634
9830,N-stabu1_250,3,PL,1000,0.9,7435307,8943289,7253.089
9847,N-stabu1_250,1,PL,1000,0.9,7452009,54317538,7419.25
9852,N-stabu1_250,5,PL,1000,0.5,7453352,34109055,8474.067
9859,N-stabu1_250,8,PL,1000,0.9,7451305,25223537,6985.265
9880,N-stabu1_250,9,PL,1000,0.9,7438283,10400913,7023.012
9893,N-stabu1_250,7,PL,1000,0.9,7451751,45178937,7434.546
9906,N-stabu1_250,6,PL,1000,0.01,7401658,62330282,12024.859
10029,N-stabu1_250,10,PL,1000,0.9,7427652,17271200,8453.001
11181,N-be75eec_150,4,PL,10,0.001,3353133,11362029,609.726
11182,N-be75eec_150,3,PL,10,0.001,3364520,11263638,613.823
11183,N-be75eec_150,3,PL,10,0.5,3302686,19908810,654.318
11184,N-be75eec_150,2,PL,10,0.5,3293105,7340666,651.06
11185,N-be75eec_150,4,PL,10,0.5,3313140,17130201,650.868
11186,N-be75eec_150,8,PL,10,0.5,3309463,15425354,720.971
11187,N-be75eec_150,10,PL,10,0.5,3302195,22127653,717.827
11188,N-be75eec_150,6,PL,10,0.5,3302303,18396860,726.002
11189,N-be75eec_150,7,PL,10,0.5,3323013,1086042,726.646
11190,N-be75eec_150,5,PL,10,0.5,3310249,19905252,718.696
11191,N-be75eec_150,9,PL,10,0.5,3307376,787006,724.877
11192,N-be75eec_150,3,PL,10,0.75,3271599,19625797,788.006
11193,N-be75eec_150,4,PL,10,0.75,3268203,4242354,780.747
11194,N-be75eec_150,1,PL,10,0.001,3372218,19214444,956.861
11195,N-be75eec_150,2,PL,10,0.001,3347491,9480120,955.408
11196,N-be75eec_150,5,PL,10,0.01,3352557,21200163,1008.28
11197,N-be75eec_150,8,PL,10,0.001,3357025,16222755,1027.577
11198,N-be75eec_150,6,PL,10,0.01,3366131,14235044,1024.26
11199,N-be75eec_150,3,PL,10,0.01,3347547,18273016,1025.593
11200,N-be75eec_150,5,PL,10,0.75,3268278,21721118,1031.597
11201,N-be75eec_150,7,PL,10,0.01,3361958,20181334,1022.104
11202,N-be75eec_150,8,PL,10,0.01,3360852,16903900,1031.779
11203,N-be75eec_150,2,PL,10,0.75,3272524,11983585,1034.451
11204,N-be75eec_150,4,PL,10,0.01,3360662,12077799,1018.635
11205,N-be75eec_150,9,PL,10,0.01,3363981,1002826,1028.753
11206,N-be75eec_150,2,PL,10,0.01,3359490,19937582,1024.563
11207,N-be75eec_150,7,PL,10,0.001,3363641,11320296,1030.403
11208,N-be75eec_150,1,PL,10,0.75,3266200,20984718,1029.8
11209,N-be75eec_150,6,PL,10,0.75,3270084,15811046,1032.05
11210,N-be75eec_150,5,PL,10,0.001,3363044,11333121,1053.647
11211,N-be75eec_150,10,PL,10,0.01,3356861,4080624,1068.178
11212,N-be75eec_150,1,PL,10,0.01,3375857,17449848,1059.707
11213,N-be75eec_150,10,PL,10,0.001,3353344,17647859,1086.477
11214,N-be75eec_150,6,PL,10,0.001,3367347,20382419,1097.173
11215,N-be75eec_150,2,PL,10,0.9,3228773,15660245,1206.143
11216,N-be75eec_150,6,PL,10,0.9,3239660,22003635,1208.777
11217,N-be75eec_150,9,PL,10,0.9,3229210,16671331,1215.571
11218,N-be75eec_150,1,PL,10,0.9,3232484,19051269,1211.148
11219,N-be75eec_150,8,PL,10,0.75,3250305,10905138,1205.013
11220,N-be75eec_150,3,PL,10,0.9,3241132,9435009,1207.51
11221,N-be75eec_150,9,PL,10,0.75,3238130,2782288,1203.936
11222,N-be75eec_150,5,PL,10,0.9,3226040,5330668,1214.066
11223,N-be75eec_150,4,PL,10,0.9,3235026,5938468,1214.435
11224,N-be75eec_150,8,PL,10,0.9,3248592,22252408,1210.381
11225,N-be75eec_150,7,PL,10,0.9,3244719,20570084,1252.81
11226,N-be75eec_150,7,PL,10,0.75,3254135,16598369,1286.333
11227,N-be75eec_150,10,PL,10,0.9,3232836,14596760,1280.813
11228,N-be75eec_150,10,PL,10,0.75,3260889,15193469,1267.791
11229,N-be75eec_150,9,PL,10,0.001,3353495,10308475,1297.13
11230,N-be75eec_150,9,PL,10,0.05,3347710,14863423,1364.545
11231,N-be75eec_150,7,PL,10,0.05,3369009,8535312,1373.712
11232,N-be75eec_150,8,PL,10,0.05,3364379,10185396,1366.914
11233,N-be75eec_150,6,PL,10,0.05,3362797,16998021,1368.596
11234,N-be75eec_150,2,PL,10,0.05,3338145,7898125,1371.353
11235,N-be75eec_150,5,PL,10,0.05,3377783,8239601,1360.407
11236,N-be75eec_150,4,PL,10,0.05,3332306,20148721,1368.052
11237,N-be75eec_150,8,PL,10,0.1,3334626,7159753,1390.742
11238,N-be75eec_150,3,PL,10,0.05,3346244,15419697,1373.395
11239,N-be75eec_150,6,PL,10,0.1,3364633,19467391,1379.977
11240,N-be75eec_150,3,PL,10,0.1,3360232,8094998,1387.872
11241,N-be75eec_150,7,PL,10,0.1,3370253,18391832,1385.311
11242,N-be75eec_150,2,PL,10,0.1,3366474,15706203,1389.787
11243,N-be75eec_150,9,PL,10,0.1,3341792,15597681,1389.094
11244,N-be75eec_150,4,PL,10,0.1,3355927,14577751,1418.382
11245,N-be75eec_150,5,PL,10,0.1,3332799,12502434,1409.504
11246,N-be75eec_150,1,PL,10,0.1,3358158,16570268,1454.216
11247,N-be75eec_150,10,PL,10,0.05,3346360,8069593,1455.532
11248,N-be75eec_150,1,PL,10,0.05,3339259,9065265,1438.321
11249,N-be75eec_150,10,PL,10,0.1,3345329,6454280,1587.554
11250,N-be75eec_150,1,PL,10,0.5,3311970,8161799,1592.772
11489,N-stabu1_250,1,PL,10,0.001,7461786,50190780,4866.165
11490,N-stabu1_250,3,PL,10,0.01,7453293,32841985,4115.286
11494,N-stabu1_250,2,PL,10,0.01,7437620,30760563,4876.268
11496,N-stabu1_250,4,PL,10,0.001,7448135,29797572,7204.48
11498,N-stabu1_250,6,PL,10,0.001,7466541,53224448,7197.804
11499,N-stabu1_250,6,PL,10,0.01,7450448,55784979,5708.938
11501,N-stabu1_250,10,PL,10,0.001,7448719,31011193,7452.265
11502,N-stabu1_250,5,PL,10,0.001,7454337,50850948,7801.117
11503,N-stabu1_250,9,PL,10,0.001,7435543,32097901,7673.302
11506,N-stabu1_250,5,PL,10,0.01,7450728,59301556,6544.85
11511,N-stabu1_250,3,PL,10,0.001,7438695,33720079,8652.737
11512,N-stabu1_250,7,PL,10,0.001,7449883,59935557,8661.73
11513,N-stabu1_250,8,PL,10,0.001,7446357,42896196,8744.675
11514,N-stabu1_250,5,PL,10,0.05,7448030,24959910,4073.394
11520,N-stabu1_250,1,PL,10,0.01,7458212,18925208,8687.759
11521,N-stabu1_250,4,PL,10,0.01,7447578,47756682,8570.426
11522,N-stabu1_250,4,PL,10,0.05,7420985,29602765,4774.406
11523,N-stabu1_250,7,PL,10,0.01,7433658,35367379,7671.019
11524,N-stabu1_250,8,PL,10,0.01,7450962,53259233,7625.798
11525,N-stabu1_250,9,PL,10,0.01,7452120,60136409,7316.609
11541,N-stabu1_250,2,PL,10,0.001,7442006,57979582,11057.135
11546,N-stabu1_250,10,PL,10,0.01,7438739,15547844,8656.838
11553,N-stabu1_250,3,PL,10,0.05,7422656,5727418,7092.624
11554,N-stabu1_250,2,PL,10,0.05,7421519,36883040,7517.612
11555,N-stabu1_250,10,PL,10,0.05,7426280,45868385,7514.659
