id,date,problem,instance,iterations,model,pop size,trunc size,min,elapsed time in secs
28dc09c4-14e3-4041-a021-6fe57c5e322b,2023-9-27 13:58,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.2,90695,1718
295dcdc5-8039-44de-a768-96d5b97ffdef,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.3,35157,0
2974bf87-9451-4629-ad03-bb07f3513ada,2023-9-28 22:52,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.3,296820,23932
29fd5378-dafa-4f8a-bb6a-13d7f1e1c3de,2023-9-27 15:45,PFSP,tai100_10_9.fsp,10000,vj-inv,1000,0.3,317103,280
2a47bb3a-6224-44f8-aa1f-90905eb37a60,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.3,35038,0
2a52264c-8d03-42fd-8303-6bc83ae46f05,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.3,15098,0
2a7b4c74-5a60-49dc-8439-16b82af4b49b,2023-9-28 16:26,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.2,1211083,381
2b1ae1cb-33c8-4a77-b35f-60e760dcacf4,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.2,93688,26
2b36b50a-9c17-40b8-9eba-3cd7d1c5f497,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,200,0.2,14554,1
2ba17267-844b-4747-8625-07a0b47e800c,2023-9-28 16:43,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.5,90632,1806
2c03431f-ac13-445b-b276-d88f942555bd,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,200,0.2,14359,1
2c324d5e-b54b-4730-9416-2fdc1240e29a,2023-9-27 16:32,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.3,1136239,3091
2d2e86cd-b56c-469b-b9aa-fd47dd126f14,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.5,33697,2
2d3cf6a9-1069-4717-b0d4-a6ec1c4c39f1,2023-9-29 0:49,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.5,296561,30979
2d851aa2-0f2a-43ea-9893-e2b58ce84149,2023-9-29 10:21,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.3,1070852,65278
2de93801-444c-4c23-b2df-248cab48d7ba,2023-9-28 7:16,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.5,297203,56151
2e226b33-7ca4-4fdf-a0af-050d80eedc50,2023-9-27 15:45,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.3,1210419,283
2ec52037-af60-4e5c-863e-841f1e8711d8,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.3,93014,40
2f17ba6c-3150-460f-a96f-298890f606f5,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.2,15193,0
2f1a596b-1b69-4731-a5fd-6f41b91b0479,2023-9-27 16:27,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.2,1146743,2774
2fd543ad-fcbb-4863-834a-70454751bc41,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.2,35069,0
300365c3-a69d-4bb8-8206-47918791419b,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,200,0.2,14344,1
30b138c9-f741-4e8b-8ecf-bda4ef5346f6,2023-9-27 13:32,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.2,14515,188
30b1de3e-6291-4a14-b9a0-a9dab0803990,2023-9-27 13:29,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.5,98979,2
30fb74a8-f5e6-47c0-bc8f-3bc9fb752c56,2023-9-27 13:30,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.5,90542,27
31231023-6675-431f-8da7-2a8a2b68b28d,2023-9-28 9:23,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.3,1085807,63734
31896397-3f08-4231-b4b6-d730ab9601bb,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.5,98409,4
31d44e3c-f63c-4746-b2c2-5e43e5db2f38,2023-9-28 8:31,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.2,1085343,60612
31d470fd-55e5-4a8a-9405-fc715517e8e9,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,200,0.2,14499,2
32239b48-5680-4eb2-beb4-b7d838a6f5d9,2023-9-28 16:22,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.3,1210928,476
32fd1b95-25c5-49aa-a6a5-efba82ec1a5d,2023-9-27 16:42,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.5,1124859,3705
33692ad8-ed49-48a6-9047-53b3aff40698,2023-9-28 16:43,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.3,90632,1860
337dd151-7110-418d-bc34-e03e6932a203,2023-9-28 23:27,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.5,296570,26048
33d0c081-fb39-4410-9bf9-92afb7053729,2023-9-28 16:12,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.2,99895,2
341d088d-e70a-4c4c-8c81-332e58a1bb1f,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.5,34784,0
3523b410-7dde-4ed8-b3a2-f7018425b9fd,2023-9-29 10:21,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.2,296872,65311
356640c1-dc43-4cc1-8cc9-99d9979495eb,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.2,33600,3
35c5a1ba-8dca-4b54-b6bd-caa96830ff82,2023-9-27 13:31,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.2,14515,141
35d3a147-15d6-4356-9403-e9e2251be272,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,200,0.5,14344,2
35f9ed44-6cac-4637-8d0e-5986101b8525,2023-9-27 13:30,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.2,93634,28
362e9e55-62db-458d-9020-2adddf7fd610,2023-9-28 16:13,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.3,341669,24
36f7a739-7fa6-4547-b57f-bb9410954649,2023-9-27 16:32,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.3,1138793,3084
3732c9ba-9b49-4b53-9fab-5d31c508e2f2,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.2,99905,4
374ce100-bf40-4c55-886a-792cd49d7d4b,2023-9-28 17:6,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.2,90749,3189
37fbb3e3-af8c-4bd3-b7a0-93adf9288d3f,2023-9-28 17:12,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.2,90851,3576
383658cd-c9ab-4f0a-8d6f-ff344247a861,2023-9-27 13:55,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.3,89539,1533
385648a7-8147-4092-814c-99e1ecf2758d,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.5,33749,4
397fe328-4cbd-46f7-86d3-6f5fde93c67c,2023-9-28 5:4,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.3,296456,48245
39badf46-7d4c-4152-82dd-ed7a6d0f0483,2023-9-27 13:30,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.5,91016,27
39da887a-dfbd-4a04-8bf4-c976c910da44,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.3,100040,2
39e278bf-7f12-4650-88d5-07f3e2ec155d,2023-9-27 13:31,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.2,14396,106
3a645918-cdb0-4de7-9221-9ea3a07f616b,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.3,33679,2
3aa25165-1856-471d-b28c-c8afd359865e,2023-9-28 15:58,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.2,14515,135
3aa9e54a-e74b-49f0-8171-a4970a4ae153,2023-9-27 15:41,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.3,340804,41
3ab75400-4582-4f31-bd3b-f58c6dcf4e93,2023-9-27 13:31,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.2,14401,146
3ab9d24d-ed82-439e-bda8-7cb894f3557d,2023-9-28 16:13,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.5,337259,29
3b284669-ed0d-405b-af1e-5fa80ce6045a,2023-9-27 13:30,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.5,14353,75
3b2e1516-af8d-4313-901a-8cc0a064c13e,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.3,33600,3
3b9e44dc-9b5e-4a20-955a-07b8419ef26a,2023-9-27 17:11,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.5,1119425,5439
3bdf4bfd-9b39-4dcb-b711-76e5a80bde7d,2023-9-27 14:20,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.3,89598,3041
3bfe805e-be7a-4884-8ccc-29e9e192e2c3,2023-9-27 13:31,PFSP,tai20_20_8.fsp,2000,vj-inv,2000,0.3,33644,138
3c0b0c19-61ed-4120-bb49-6c1ab0926343,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.2,34732,0
3c5f252f-c92d-49fc-b0db-e2646feff9b2,2023-9-28 16:18,PFSP,tai100_10_9.fsp,10000,vj-inv,1000,0.5,314745,322
3cdf7971-ce60-41f4-9a19-53cef8a382c2,2023-9-27 13:29,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.2,100400,3
3dcd6021-b2d3-4adb-b154-0e3c2c96e080,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.3,15096,0
3e09935d-982c-46cf-a919-f84628c62118,2023-9-29 0:34,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.3,296902,30091
3e56d23d-a8de-443a-807a-04e7ac451223,2023-9-27 13:29,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.2,100417,3
3e65586e-8f2b-43b1-a391-bffc91f3c5ae,2023-9-28 17:0,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.2,1148747,2787
3e762c07-d96a-4365-b585-69c621f8d50d,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.3,14934,0
3e8dc986-29ce-481b-a531-2305c0101042,2023-9-27 13:31,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.5,14515,110
3ea7f28e-c319-47ab-b26f-2f73d5dd5edc,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.2,14923,0
3ea89e08-75bd-4140-8afb-da98a271f5a0,2023-9-27 15:45,PFSP,tai100_10_9.fsp,10000,vj-inv,1000,0.2,322416,260
3eb5a236-745e-4dea-9b18-62339b7c9d66,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.2,33728,2
3eb74b82-410e-4f61-bebc-06312fd56573,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,200,0.3,14338,2
3ef500d5-246d-4afa-9531-9f9497aa3134,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,200,0.2,14372,1
3f00ebfc-8ccf-4c2c-b259-9ce5239accee,2023-9-27 14:18,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.2,89910,2934
3f21e50a-74f0-4809-88fc-4a965f13026b,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.3,92483,48
3f2df61a-31d1-4a32-8f2e-af4551fc1ca2,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.3,15168,0
3f6fedf4-50ab-4a86-847d-ac77b962c9c4,2023-9-27 14:50,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.3,89873,4839
3fe62d73-269f-4fdd-88bc-8a5624c811df,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.2,35214,0
400a448f-3922-4141-8b7e-1b03c3043246,2023-9-27 13:30,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.3,14344,95
41111704-34ff-439b-b5cf-3652af8a50a0,2023-9-27 16:27,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.2,1147010,2785
413721de-625a-413b-babc-48750d43e841,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.2,34958,0
41ee8639-2306-477e-aa63-b4bc5b904e10,2023-9-28 23:19,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.5,297036,25584
42c9d4a8-8517-4803-ad1f-4f65dcbed39d,2023-9-27 14:12,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.2,89801,2560
43852eed-f167-4c7e-ac32-b034349124d6,2023-9-27 16:32,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.3,1134648,3098
4389c9e1-6b72-41e3-9a89-3706bb759b3f,2023-9-27 13:30,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.2,93845,45
43d946f0-8bbf-4faf-99b5-d58e728c8bf5,2023-9-28 17:8,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.3,89752,3361
44984441-374d-4692-9fb3-a9995122dae5,2023-9-27 16:43,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.5,1125856,3729
44a208af-f5e7-4ac2-b96b-ac71048e9837,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.5,15180,0
44bb713c-cfbc-4cf3-a8a1-5cf91953c7e0,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.5,98392,4
44cefdc4-a466-4d33-beb7-5f038037356b,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.3,15287,0
44e05ae6-d2b2-42f0-81e9-e97c8db8b6a8,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.3,15209,0
4514efb0-4d74-4ac0-ab16-43b50adec8f0,2023-9-28 1:49,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.2,297147,36547
45575ab7-6eb4-49e4-9a01-226c389a11fa,2023-9-28 16:20,PFSP,tai100_10_9.fsp,10000,vj-inv,1000,0.2,320942,434
45635997-d010-4f1e-8fa9-bf6dd76e7ef1,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.5,34655,0
4576c785-1e1e-4bc4-8d52-97b15e30a386,2023-9-28 16:18,PFSP,tai100_10_9.fsp,10000,vj-inv,1000,0.5,315237,322
460e1eee-f34f-4ff1-9089-be754bf2b119,2023-9-27 13:30,PFSP,tai20_20_8.fsp,2000,vj-inv,2000,0.2,33644,81
461f6272-feb9-487a-9e43-09374d269c48,2023-9-27 15:41,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.3,341689,40
463a4f5a-8191-46dd-bca3-f2139567226a,2023-9-29 2:39,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.3,297687,37588
467c7cba-648f-488e-8641-317d8bb8abdd,2023-9-28 8:25,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.2,1085042,60280
46a9aea6-e942-41c2-91e1-bd6e0bc8d2df,2023-9-27 14:28,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.5,90133,3527
471c6bbd-64a5-472c-8550-f1821a40910e,2023-9-27 13:31,PFSP,tai20_20_8.fsp,2000,vj-inv,2000,0.2,33644,134
474b39b0-acfa-4693-bdda-cdf407852990,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.5,33730,3
477ea1ea-edd5-4ccc-a895-7e6bd5519e05,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.2,15507,0
47b6c9e2-89c5-4173-b3ca-72dc92208d3e,2023-9-28 9:21,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.3,1084506,63624
4845e546-b5be-428c-98f0-7f3da686e498,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.2,35164,0
487503e6-8443-4715-9c12-19fa0e1667db,2023-9-28 23:52,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.2,296856,27566
487f215c-b55b-4c9c-ba42-1d7c5ccda284,2023-9-28 4:21,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.5,297011,45629
48f499ce-ca00-45e1-bf24-fd729a2735fb,2023-9-27 15:47,PFSP,tai100_10_9.fsp,10000,vj-inv,1000,0.2,321828,423
49197b39-8b34-4cf3-bc7c-2b02f6925d63,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.3,34925,0
49b13914-7c30-4a36-8302-0552ab28aaa7,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.5,34668,0
4a183911-be76-419f-9bc4-a36ea2785858,2023-9-28 17:5,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.2,1145901,2818
4a1967ef-9a49-4693-bd2e-c541aed54d71,2023-9-27 15:45,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.3,1211889,283
4a1ad520-af9a-43bb-86bf-ebecfb1330b3,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.5,99300,2
4a2a0948-436b-42ef-854b-5b71428cf69a,2023-9-28 16:45,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.3,91125,1954
4a535bcb-9935-4c38-abbc-c5705aa5cd1b,2023-9-28 16:17,PFSP,tai100_10_9.fsp,10000,vj-inv,1000,0.3,318401,280
4bc0add3-933c-489d-8617-fc4c3c231130,2023-9-27 14:0,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.3,90212,1808
4c046575-a744-4899-bc53-d976272459ab,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.3,15251,0
4c4bb1de-22c4-4592-9b17-e19aa9049e29,2023-9-28 16:13,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.5,337512,29
4d50fec6-fa36-4e63-a3d2-9142a2f689ed,2023-9-27 14:42,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.2,90772,4383
4d92d944-047d-481d-8aed-99eda741598c,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.2,93753,26
4de0bfdd-b24a-4798-8035-8fe1bf482083,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.3,34947,0
4e02ec13-77e0-4eca-8009-123cd8d846a0,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.5,89983,50
4e839bdd-4f72-48b9-9c6a-8927ebf2e736,2023-9-27 13:29,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.3,99792,2
4e8a311b-318e-4fd0-aeb9-a3d6f441590a,2023-9-28 17:5,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.2,1148518,2784
4ee371a3-00f9-425f-bc1d-b98bf8d2ff3f,2023-9-27 13:30,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.5,90294,29
4f71e582-b913-45ba-8fac-30962a7672ad,2023-9-28 16:13,PFSP,tai20_20_8.fsp,2000,vj-inv,2000,0.5,33644,68
4f8da95e-63aa-41be-aeb3-368e91eb1ae5,2023-9-29 9:29,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.2,1085468,61930
4f8f3ad1-c3a6-44f7-ac60-1eb6e74455d2,2023-9-28 16:42,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.5,90467,1742
4facf878-611c-4211-9be4-0df4c0bb0137,2023-9-27 15:41,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.5,337497,28
4fd3e119-600f-4871-b2c8-d70b6f1aa932,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.3,33698,2
503aecf1-3c7c-4b39-bf88-d316c80b4e9a,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.5,15035,0
50683ead-193a-436c-826b-1ce5e001df64,2023-9-27 15:45,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.3,1208349,283
50755af6-8f2a-4d54-9c94-8b0db1df7949,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.3,35048,0
50a769f4-a943-409d-b3dd-a12bc18bf378,2023-9-27 15:45,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.2,1214621,252
50fccec3-4a85-4967-b85c-9d3de43cb13c,2023-9-27 13:31,PFSP,tai20_20_8.fsp,2000,vj-inv,2000,0.3,33697,122
510d2216-f7ef-409b-862e-cc93101cc8bc,2023-9-28 17:55,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.5,1126711,6020
516af454-b61d-408f-9699-96bc5a2dd195,2023-9-27 13:30,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.3,92108,25
518d2c6c-4448-4d52-a3cb-2246ff5bc480,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.5,98519,2
51b935f8-d4a8-4bac-a9df-fecb801685b8,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,200,0.3,14352,2
51be9e2b-2dce-4ae5-b660-66eb70c27267,2023-9-29 4:3,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.5,296874,42655
51cbfd83-052d-454d-809e-4284414983c3,2023-9-27 13:30,PFSP,tai20_20_8.fsp,2000,vj-inv,2000,0.5,33644,83
5343bd77-0020-455e-9724-6cb4250178e5,2023-9-28 17:4,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.2,1149157,2786
53ae2265-debf-4436-9c2c-29037a0d6587,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.5,33600,3
53e2f591-607f-4ee0-b133-10c07625afea,2023-9-27 13:31,PFSP,tai20_20_8.fsp,2000,vj-inv,2000,0.2,33697,146
540c7592-b623-4a4c-a11b-ef2ba525012b,2023-9-27 13:29,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.3,33898,2
5449e1db-81a7-461e-bf6c-294832f5038f,2023-9-28 15:55,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.5,15129,0
545a9caa-a632-4936-beff-c79dc50bd5e6,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,20,0.3,35060,0
5513ca92-7d89-4642-8ac1-a47d57ebdd9f,2023-9-28 16:18,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.3,1205501,285
5530d47d-496e-4025-9fcb-0cc5a283e983,2023-9-28 16:13,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.2,341542,22
554258f3-4183-4f1d-b537-4bea53111a54,2023-9-27 13:30,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.5,90270,49
5542f2a3-9cae-4a91-9289-4715bff32dc3,2023-9-27 15:46,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.5,1197066,345
555c1af5-8697-4ac6-9dc9-e19ebaa01d35,2023-9-27 13:31,PFSP,tai20_20_8.fsp,2000,vj-inv,2000,0.5,33644,125
55aa49e0-008f-43eb-bd6a-6971a91cdb9a,2023-9-27 13:58,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.3,90619,1742
564c370c-8bbd-4c1f-8255-2b3562fdb110,2023-9-27 15:46,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.5,1197745,344
569a7f5b-6686-4adc-9d53-055582c6f3fc,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.3,33625,3
56ae5c3f-d0e8-43f9-a4bf-f7f93bf2cc88,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.5,98767,2
56c5957b-7584-4999-b981-b6305d92feaf,2023-9-27 14:33,PFSP,tai50_10_9.fsp,5000,vj-inv,5000,0.5,90573,3842
56d9674d-741f-4484-a01f-424eacfcd9ba,2023-9-27 13:30,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.5,90854,49
56da97c1-0bca-4b68-9bff-ffe46379dfc0,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.5,15297,0
571c3fc4-5c6f-4dbf-b93d-6e94db2519d9,2023-9-28 11:2,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.5,1070666,69690
57a7a72c-11f7-49a8-a099-695419c4d5b2,2023-9-29 12:23,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.5,1078348,72377
581db853-08d0-42a7-8ffa-e748aea5dcfc,2023-9-28 16:14,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.2,341341,38
58a62b8f-ed0d-4295-815c-953cee5328ca,2023-9-28 5:45,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.3,296456,50680
58ba4c80-3435-4845-876e-e5c7fda49903,2023-9-29 22:8,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.3,1081201,107604
59069e6a-9da2-48fb-9532-4d64c1bb1389,2023-9-28 16:23,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.5,1200772,347
5914e7c6-6ca8-4e6c-af05-b0d01aa4366b,2023-9-27 15:41,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.3,341422,24
59a577de-4dd4-4b20-80de-fa8fd71d305a,2023-9-27 15:45,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.3,1213356,284
59e3e531-4fe4-4208-ad85-9eac237160b3,2023-9-28 16:12,PFSP,tai20_20_8.fsp,2000,vj-inv,200,0.2,33600,2
5a18b30e-ac1f-49b5-a82d-b3494f5ac6f4,2023-9-27 16:27,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.2,1150341,2769
5a5e64eb-a9aa-44d7-be1d-a3dba05f1c21,2023-9-28 16:14,PFSP,tai20_20_8.fsp,2000,vj-inv,2000,0.3,33644,130
5abbdfae-e5ef-4cbd-a9c9-5c73588a72aa,2023-9-28 3:7,PFSP,tai100_10_9.fsp,10000,vj-inv,10000,0.3,296067,41174
5afa4715-1b7b-40aa-a953-8596b1b4611e,2023-9-27 13:30,PFSP,tai50_10_9.fsp,5000,vj-inv,500,0.2,93899,45
5bbb8604-2ca2-43d2-9e06-6c1320b3ab4d,2023-9-28 17:16,PFSP,tai200_10_9.fsp,20000,vj-inv,2000,0.5,1125006,3745
5c93e4a2-43fb-4739-95bc-c9f1ccd14c59,2023-9-27 15:45,PFSP,tai200_10_9.fsp,20000,vj-inv,200,0.2,1215099,253
5cb2034a-6fed-4756-b89e-25c4c7d51bed,2023-9-29 18:55,PFSP,tai200_10_9.fsp,20000,vj-inv,20000,0.2,1088021,95999
5cf38a94-fa20-48ad-81b9-8045457ea87a,2023-9-28 16:13,PFSP,tai50_10_9.fsp,5000,vj-inv,50,0.3,99663,2
5d85009f-d562-40f1-b198-2f8f6eb7c098,2023-9-27 13:31,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.5,14515,111
5dd75863-9bce-470c-9c2c-ec9fa11e07eb,2023-9-27 13:29,PFSP,tai20_5_8.fsp,2000,vj-inv,20,0.3,15226,0
5ec6b0ba-7420-4c52-8089-e78d80e10264,2023-9-27 15:41,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.2,343721,37
5ed15fa3-ed6f-42bb-8c77-9ed6dbadc533,2023-9-27 13:32,PFSP,tai20_5_8.fsp,2000,vj-inv,2000,0.5,14515,173
5ef03f1c-7eb2-467e-8c7f-94b49f35ef8e,2023-9-28 16:13,PFSP,tai100_10_9.fsp,10000,vj-inv,100,0.3,338827,25
