,algorithm,instance,problem size,problem,best fitness,elapsed time in secs
117,RK-EDA,tai50_20_8,50,PFSP,138625.0,21.0
118,RK-EDA,tai200_20_9,200,PFSP,1468108.0,968.0
119,RK-EDA,tai200_20_9,200,PFSP,1469085.0,1282.0
120,RK-EDA,tai100_20_8,100,PFSP,434750.0,122.0
121,RK-EDA,tai20_5_8,20,PFSP,15616.0,0.0
122,RK-EDA,tai20_20_8,20,PFSP,35366.0,1.0
123,RK-EDA,tai200_10_8,200,PFSP,1226168.0,624.0
124,RK-EDA,tai20_10_9,20,PFSP,22816.0,1.0
125,RK-EDA,tai50_20_8,50,PFSP,137343.0,22.0
126,RK-EDA,tai100_5_8,100,PFSP,297126.0,47.0
127,RK-EDA,tai20_5_9,20,PFSP,14103.0,0.0
128,RK-EDA,tai100_5_8,100,PFSP,294093.0,74.0
129,RK-EDA,tai500_20_8,500,PFSP,7844515.0,24000.0
130,RK-EDA,tai20_20_9,20,PFSP,34131.0,0.0
131,RK-EDA,tai200_10_8,200,PFSP,1226741.0,806.0
132,RK-EDA,tai200_20_9,200,PFSP,1471120.0,1312.0
133,RK-EDA,tai500_20_8,500,PFSP,7851536.0,24018.0
134,RK-EDA,tai200_20_9,200,PFSP,1468608.0,880.0
135,RK-EDA,tai200_10_8,200,PFSP,1219791.0,598.0
136,RK-EDA,tai200_10_8,200,PFSP,1226658.0,519.0
137,RK-EDA,tai100_5_9,100,PFSP,288805.0,50.0
138,RK-EDA,tai100_5_8,100,PFSP,294839.0,47.0
139,RK-EDA,tai200_20_9,200,PFSP,1464988.0,1284.0
140,RK-EDA,tai20_5_8,20,PFSP,15701.0,0.0
141,RK-EDA,tai200_10_9,200,PFSP,1237381.0,838.0
142,RK-EDA,tai50_5_9,50,PFSP,79840.0,10.0
143,RK-EDA,tai20_20_9,20,PFSP,33688.0,1.0
144,RK-EDA,tai50_5_8,50,PFSP,73047.0,9.0
145,RK-EDA,tai20_5_9,20,PFSP,14244.0,0.0
146,RK-EDA,tai500_20_9,500,PFSP,7878106.0,22931.0
147,RK-EDA,tai50_20_9,50,PFSP,140074.0,14.0
148,RK-EDA,tai100_20_8,100,PFSP,438027.0,167.0
149,RK-EDA,tai20_10_9,20,PFSP,22928.0,1.0
150,RK-EDA,tai50_10_8,50,PFSP,98544.0,9.0
151,RK-EDA,tai200_10_8,200,PFSP,1234168.0,520.0
152,RK-EDA,tai20_10_8,20,PFSP,21984.0,0.0
153,RK-EDA,tai50_20_9,50,PFSP,140356.0,12.0
154,RK-EDA,tai200_20_9,200,PFSP,1467709.0,966.0
155,RK-EDA,tai200_10_8,200,PFSP,1231629.0,568.0
156,RK-EDA,tai50_20_8,50,PFSP,139558.0,12.0
157,RK-EDA,tai20_20_9,20,PFSP,34479.0,0.0
158,RK-EDA,tai20_5_8,20,PFSP,15681.0,0.0
159,RK-EDA,tai100_20_8,100,PFSP,435461.0,168.0
160,RK-EDA,tai20_5_8,20,PFSP,15678.0,0.0
161,RK-EDA,tai100_20_8,100,PFSP,434404.0,167.0
162,RK-EDA,tai100_20_9,100,PFSP,443915.0,101.0
163,RK-EDA,tai100_20_9,100,PFSP,443422.0,158.0
164,RK-EDA,tai500_20_8,500,PFSP,7837766.0,24010.0
165,RK-EDA,tai200_10_9,200,PFSP,1240480.0,519.0
166,RK-EDA,tai20_5_9,20,PFSP,14060.0,0.0
167,RK-EDA,tai50_10_9,50,PFSP,101575.0,17.0
168,RK-EDA,tai20_10_8,20,PFSP,22062.0,1.0
169,RK-EDA,tai200_20_8,200,PFSP,1464392.0,837.0
170,RK-EDA,tai500_20_9,500,PFSP,7890417.0,22995.0
171,RK-EDA,tai500_20_9,500,PFSP,7899543.0,22945.0
172,RK-EDA,tai200_20_8,200,PFSP,1463672.0,1258.0
173,RK-EDA,tai50_20_9,50,PFSP,139455.0,21.0
174,RK-EDA,tai100_5_8,100,PFSP,296354.0,51.0
175,RK-EDA,tai20_10_9,20,PFSP,22991.0,1.0
176,RK-EDA,tai100_5_8,100,PFSP,297046.0,73.0
177,RK-EDA,tai100_20_8,100,PFSP,436721.0,168.0
178,RK-EDA,tai200_20_8,200,PFSP,1455434.0,763.0
179,RK-EDA,tai20_5_8,20,PFSP,15721.0,0.0
180,RK-EDA,tai20_10_8,20,PFSP,21930.0,1.0
181,RK-EDA,tai200_10_9,200,PFSP,1240377.0,602.0
182,RK-EDA,tai50_10_9,50,PFSP,101974.0,13.0
183,RK-EDA,tai500_20_8,500,PFSP,7842715.0,23949.0
184,RK-EDA,tai200_10_9,200,PFSP,1242927.0,518.0
185,RK-EDA,tai20_10_8,20,PFSP,21850.0,0.0
186,RK-EDA,tai50_10_9,50,PFSP,102079.0,8.0
187,RK-EDA,tai100_20_9,100,PFSP,444290.0,101.0
188,RK-EDA,tai50_20_8,50,PFSP,139036.0,12.0
189,RK-EDA,tai100_5_8,100,PFSP,295827.0,47.0
190,RK-EDA,tai20_5_9,20,PFSP,13995.0,0.0
191,RK-EDA,tai500_20_8,500,PFSP,7854203.0,23970.0
192,RK-EDA,tai500_20_9,500,PFSP,7866891.0,22933.0
193,RK-EDA,tai20_5_8,20,PFSP,15330.0,0.0
194,RK-EDA,tai20_20_8,20,PFSP,35076.0,0.0
195,RK-EDA,tai200_10_9,200,PFSP,1243018.0,806.0
196,RK-EDA,tai200_20_9,200,PFSP,1464203.0,1266.0
197,RK-EDA,tai50_5_9,50,PFSP,79101.0,6.0
198,RK-EDA,tai50_5_8,50,PFSP,73702.0,6.0
199,RK-EDA,tai50_20_9,50,PFSP,140060.0,21.0
200,RK-EDA,tai50_10_8,50,PFSP,97565.0,8.0
201,RK-EDA,tai20_20_9,20,PFSP,34231.0,1.0
202,RK-EDA,tai50_20_8,50,PFSP,139037.0,14.0
203,RK-EDA,tai500_20_8,500,PFSP,7834259.0,24044.0
204,RK-EDA,tai20_10_8,20,PFSP,21714.0,1.0
205,RK-EDA,tai50_5_9,50,PFSP,79231.0,10.0
206,RK-EDA,tai500_20_9,500,PFSP,7874429.0,22995.0
207,RK-EDA,tai200_10_9,200,PFSP,1226307.0,517.0
208,RK-EDA,tai50_10_9,50,PFSP,101308.0,14.0
209,RK-EDA,tai100_5_8,100,PFSP,297702.0,47.0
210,RK-EDA,tai50_20_8,50,PFSP,138895.0,22.0
211,RK-EDA,tai50_10_9,50,PFSP,102348.0,14.0
212,RK-EDA,tai100_5_8,100,PFSP,297108.0,87.0
213,RK-EDA,tai500_20_8,500,PFSP,7808794.0,24004.0
214,RK-EDA,tai200_10_9,200,PFSP,1234510.0,807.0
215,RK-EDA,tai50_10_8,50,PFSP,99125.0,13.0
216,RK-EDA,tai20_5_8,20,PFSP,15715.0,0.0
217,RK-EDA,tai200_20_8,200,PFSP,1460831.0,932.0
218,RK-EDA,tai100_20_9,100,PFSP,441921.0,101.0
219,RK-EDA,tai200_10_9,200,PFSP,1245707.0,1025.0
